label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution
92,"agranular insular cortex, ventral part",AIV,"agranular insular cortex, ventral part",paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: AIV,official_local,pending_review,AIV,"agranular insular cortex, ventral part",kept_for_review_or_manual_approval,238,244,35,
94,anteromedial thalamic nucleus,AM,anteromedial thalamic nucleus,manual_common_neuroanatomy,standard thalamic abbreviation,high,pending_review,ATN_94,anteromedial thalamic nucleus,kept_for_review_or_manual_approval,207,121,0,
95,"anteromedial thalamic nucleus, ventral part",AMv,"anteromedial thalamic nucleus, ventral part",manual_common_neuroanatomy,AM ventral,high,pending_review,ATNVP_95,"anteromedial thalamic nucleus, ventral part",kept_for_review_or_manual_approval,255,149,0,
97,anterior olfactory nucleus,AON,anterior olfactory nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,AON_97,anterior olfactory nucleus,kept_for_review_or_manual_approval,184,233,0,
100,"anterior olfactory nucleus, external part",AOE,"anterior olfactory nucleus, external part",manual_common_neuroanatomy,AON external,high,pending_review,AONEP_100,"anterior olfactory nucleus, external part",kept_for_review_or_manual_approval,209,233,118,
101,"anterior olfactory nucleus, lateral part",AOL,"anterior olfactory nucleus, lateral part",manual_common_neuroanatomy,AON lateral,high,pending_review,AONLP_101,"anterior olfactory nucleus, lateral part",kept_for_review_or_manual_approval,226,255,118,
103,"anterior olfactory nucleus, posterior part",AOP,"anterior olfactory nucleus, posterior part",manual_common_neuroanatomy,AON posterior,high,pending_review,AONPP_103,"anterior olfactory nucleus, posterior part",kept_for_review_or_manual_approval,196,233,59,
105,"anterior olfactory nucleus, ventroposterior part",AOVP,"anterior olfactory nucleus, ventroposterior part",manual_common_neuroanatomy,AON ventroposterior,high,pending_review,AONVP_105,"anterior olfactory nucleus, ventroposterior part",kept_for_review_or_manual_approval,199,255,0,
106,area postrema,AP,area postrema,manual_common_neuroanatomy,standard abbreviation,high,pending_review,AP_106,area postrema,kept_for_review_or_manual_approval,0,169,223,
110,amygdalopiriform transition area,APir,amygdalopiriform transition area,manual_common_neuroanatomy,standard abbreviation for amygdalopiriform transition area,high,pending_review,ATA_110,amygdalopiriform transition area,kept_for_review_or_manual_approval,240,255,89,
114,anteroventral thalamic nucleus,AV,anteroventral thalamic nucleus,manual_common_neuroanatomy,standard thalamic abbreviation,high,pending_review,ATN_114,anteroventral thalamic nucleus,kept_for_review_or_manual_approval,223,133,0,
115,"anterovent thalamic nucleus, dorsomedial part",AVDM,"anteroventral thalamic nucleus, dorsomedial part",manual_common_neuroanatomy,AV dorsomedial; source name abbreviated,high,pending_review,ATNDP_115,"anterovent thalamic nucleus, dorsomedial part",kept_for_review_or_manual_approval,255,223,178,
117,anteroventral periventricular nucleus,AVPV,anteroventral periventricular nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,APN_117,anteroventral periventricular nucleus,kept_for_review_or_manual_approval,255,123,0,
118,"anteroventral thalamic nucleus, ventrolateral part",AVVL,"anteroventral thalamic nucleus, ventrolateral part",manual_common_neuroanatomy,AV ventrolateral,high,pending_review,ATNVP_118,"anteroventral thalamic nucleus, ventrolateral part",kept_for_review_or_manual_approval,255,152,0,
119,accumbens nucleus,Acb,accumbens nucleus,manual_common_neuroanatomy,common Paxinos-style abbreviation for nucleus accumbens,high,pending_review,AN_119,accumbens nucleus,kept_for_review_or_manual_approval,255,249,178,
120,"accumbens nucleus, core",AcbC,"accumbens nucleus, core",manual_common_neuroanatomy,Acb core,high,pending_review,ANC_120,"accumbens nucleus, core",kept_for_review_or_manual_approval,255,243,89,
122,"accumbens nucleus, shell",AcbSh,"accumbens nucleus, shell",manual_common_neuroanatomy,Acb shell,high,pending_review,ANS_122,"accumbens nucleus, shell",kept_for_review_or_manual_approval,233,218,0,
134,angular thalamic nucleus,Ang,angular thalamic nucleus,manual_common_neuroanatomy,common abbreviation,high,pending_review,ATN_134,angular thalamic nucleus,kept_for_review_or_manual_approval,212,183,107,
137,aqueduct,Aq,aqueduct,manual_common_neuroanatomy,standard abbreviation,high,pending_review,A_137,aqueduct,kept_for_review_or_manual_approval,223,0,69,
138,arcuate hypothalamic nucleus,Arc,arcuate hypothalamic nucleus,manual_common_neuroanatomy,common Paxinos-style abbreviation,high,pending_review,AHN_138,arcuate hypothalamic nucleus,kept_for_review_or_manual_approval,255,117,0,
139,"arcuate hypothalamic nucleus, dorsal part",ArcD,"arcuate hypothalamic nucleus, dorsal part",manual_common_neuroanatomy,Arc dorsal,high,pending_review,AHNDP_139,"arcuate hypothalamic nucleus, dorsal part",kept_for_review_or_manual_approval,255,213,178,
140,"arcuate hypothalamic nucleus, lateral part",ArcL,"arcuate hypothalamic nucleus, lateral part",manual_common_neuroanatomy,Arc lateral,high,pending_review,AHNLP_140,"arcuate hypothalamic nucleus, lateral part",kept_for_review_or_manual_approval,233,106,0,
141,"arcuate hypothalamic nucleus, lateroposterior part",ArcLP,"arcuate hypothalamic nucleus, lateroposterior part",manual_common_neuroanatomy,Arc lateroposterior,high,pending_review,AHNLP_141,"arcuate hypothalamic nucleus, lateroposterior part",kept_for_review_or_manual_approval,255,165,89,
142,"arcuate hypothalamic nucleus, medial part",ArcM,"arcuate hypothalamic nucleus, medial part",manual_common_neuroanatomy,Arc medial,high,pending_review,AHNMP_142,"arcuate hypothalamic nucleus, medial part",kept_for_review_or_manual_approval,233,155,89,
143,"arcuate hypothalamic nucleus, medial posterior part",ArcMP,"arcuate hypothalamic nucleus, medial posterior part",manual_common_neuroanatomy,Arc medial posterior,high,pending_review,AHNMPP_143,"arcuate hypothalamic nucleus, medial posterior part",kept_for_review_or_manual_approval,255,117,0,
146,primary auditory cortex,Au1,primary auditory cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: Au1,official_local,pending_review,Au1,primary auditory cortex,kept_for_review_or_manual_approval,255,251,0,
148,"secondary auditory cortex, dorsal area",AuD,"secondary auditory cortex, dorsal area",paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: AuD,official_local,pending_review,AuD,"secondary auditory cortex, dorsal area",kept_for_review_or_manual_approval,255,250,0,
149,"secondary auditory cortex, ventral area",AuV,"secondary auditory cortex, ventral area",paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: AuV,official_local,pending_review,AuV,"secondary auditory cortex, ventral area",kept_for_review_or_manual_approval,255,253,178,
150,basal nucleus (Meynert),B,basal nucleus (Meynert),manual_common_neuroanatomy,common Paxinos-style abbreviation,high,pending_review,BNM_150,basal nucleus (Meynert),kept_for_review_or_manual_approval,255,251,178,
153,bed nucleus of the anterior commissure,BAC,bed nucleus of the anterior commissure,manual_common_neuroanatomy,descriptive common abbreviation,high,pending_review,BNOTAC_153,bed nucleus of the anterior commissure,kept_for_review_or_manual_approval,212,69,0,
154,bed nucleus of the accessory olfactory tract,BAOT,bed nucleus of the accessory olfactory tract,manual_common_neuroanatomy,descriptive common abbreviation,high,pending_review,BNOTAO_154,bed nucleus of the accessory olfactory tract,kept_for_review_or_manual_approval,255,245,0,
157,basolateral amygdaloid nucleus,BLA,basolateral amygdaloid nucleus,manual_common_neuroanatomy,common abbreviation for basolateral amygdala/amygdaloid nucleus,high,pending_review,BAN_157,basolateral amygdaloid nucleus,kept_for_review_or_manual_approval,212,92,59,
158,"basolateral amygdaloid nucleus, anterior part",BLAa,"basolateral amygdaloid nucleus, anterior part",manual_common_neuroanatomy,BLA + anterior part,high,pending_review,BANAP_158,"basolateral amygdaloid nucleus, anterior part",kept_for_review_or_manual_approval,255,123,89,
159,"basolateral amygdaloid nucleus, posterior part",BLAp,"basolateral amygdaloid nucleus, posterior part",manual_common_neuroanatomy,BLA + posterior part,high,pending_review,BANPP_159,"basolateral amygdaloid nucleus, posterior part",kept_for_review_or_manual_approval,255,54,0,
160,"basolateral amygdaloid nucleus, ventral part",BLAv,"basolateral amygdaloid nucleus, ventral part",manual_common_neuroanatomy,BLA + ventral part,high,pending_review,BANVP_160,"basolateral amygdaloid nucleus, ventral part",kept_for_review_or_manual_approval,255,195,178,
162,"basomedial amygdaloid nucleus, anterior part",BMAa,"basomedial amygdaloid nucleus, anterior part",manual_common_neuroanatomy,BMA + anterior part,high,pending_review,BANAP_162,"basomedial amygdaloid nucleus, anterior part",kept_for_review_or_manual_approval,255,56,0,
163,"basomedial amygdaloid nucleus, posterior part",BMAp,"basomedial amygdaloid nucleus, posterior part",manual_common_neuroanatomy,BMA + posterior part,high,pending_review,BANPP_163,"basomedial amygdaloid nucleus, posterior part",kept_for_review_or_manual_approval,255,195,178,
164,Barrington's nucleus,Bar,Barrington's nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,BSN_164,Barrington's nucleus,kept_for_review_or_manual_approval,25,174,223,
166,whole brain,root,whole brain,paxinos_raw_broad_structure,root/whole-brain label,high,pending_review,WB_166,whole brain,kept_for_review_or_manual_approval,102,102,102,
171,hippocampus proper,CA,hippocampus proper,manual_common_neuroanatomy,common abbreviation for Ammon horn/CA fields,high,pending_review,HP_171,hippocampus proper,kept_for_review_or_manual_approval,245,255,178,
172,field CA1 of the hippocampus,CA1,field CA1 of the hippocampus,manual_common_neuroanatomy,standard CA field,high,pending_review,FCOTH_172,field CA1 of the hippocampus,kept_for_review_or_manual_approval,188,212,0,
174,field CA3 of the hippocampus,CA3,field CA3 of the hippocampus,manual_common_neuroanatomy,standard CA field,high,pending_review,FCOTH_174,field CA3 of the hippocampus,kept_for_review_or_manual_approval,213,233,59,
176,cell bridges of the ventral striatum,CB,cell bridges of the ventral striatum,manual_common_neuroanatomy,descriptive abbreviation,high,pending_review,CBOTVS_176,cell bridges of the ventral striatum,kept_for_review_or_manual_approval,255,240,0,
177,central canal,cc,central canal,manual_common_neuroanatomy,"standard abbreviation, review case",high,pending_review,CC_177,central canal,kept_for_review_or_manual_approval,255,178,200,
186,central nucleus of the inferior colliculus,CIC,central nucleus of the inferior colliculus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,CNOTIC_186,central nucleus of the inferior colliculus,kept_for_review_or_manual_approval,178,191,255,
187,centrolateral thalamic nucleus,CL,centrolateral thalamic nucleus,manual_common_neuroanatomy,standard thalamic abbreviation,high,pending_review,CTN_187,centrolateral thalamic nucleus,kept_for_review_or_manual_approval,255,189,89,
188,caudal linear nucleus of the raphe,CLi,caudal linear nucleus of the raphe,manual_common_neuroanatomy,standard abbreviation,high,pending_review,CLNOTR_188,caudal linear nucleus of the raphe,kept_for_review_or_manual_approval,118,223,204,
189,central medial thalamic nucleus,CM,central medial thalamic nucleus,manual_common_neuroanatomy,standard thalamic abbreviation,high,pending_review,CMTN_189,central medial thalamic nucleus,kept_for_review_or_manual_approval,255,154,0,
191,caudate putamen (striatum),CPu,caudate putamen (striatum),manual_common_neuroanatomy,common Paxinos-style abbreviation for caudate putamen,high,pending_review,CPS_191,caudate putamen (striatum),kept_for_review_or_manual_approval,255,236,0,
192,nucleus of the commissural stria terminalis,CST,nucleus of the commissural stria terminalis,manual_common_neuroanatomy,common abbreviation for commissural stria terminalis nucleus,high,pending_review,NOTCST_192,nucleus of the commissural stria terminalis,kept_for_review_or_manual_approval,44,255,0,
194,cerebellum,CB_194,cerebellum,manual_common_neuroanatomy,standard broad abbreviation,high,pending_review,C_194,cerebellum,kept_for_review_or_manual_approval,0,203,48,Acronym CB duplicated with label_id 176; suffixed with label_id for uniqueness.
195,central amygdaloid nucleus,CeA,central amygdaloid nucleus,manual_common_neuroanatomy,common abbreviation for central amygdala/amygdaloid nucleus,high,pending_review,CAN_195,central amygdaloid nucleus,kept_for_review_or_manual_approval,255,106,59,
196,"central amygdaloid nucleus, capsular part",CeC,"central amygdaloid nucleus, capsular part",manual_common_neuroanatomy,common abbreviation for central amygdala capsular part,high,pending_review,CANCP_196,"central amygdaloid nucleus, capsular part",kept_for_review_or_manual_approval,255,60,0,
198,"central amygdaloid nucleus, lateral division",CeL,"central amygdaloid nucleus, lateral division",manual_common_neuroanatomy,common abbreviation for central amygdala lateral division,high,pending_review,CANLD_198,"central amygdaloid nucleus, lateral division",kept_for_review_or_manual_approval,255,196,178,
199,"central amygdaloid nucleus, medial division",CeM,"central amygdaloid nucleus, medial division",manual_common_neuroanatomy,common abbreviation for central amygdala medial division,high,pending_review,CANMD_199,"central amygdaloid nucleus, medial division",kept_for_review_or_manual_approval,255,129,89,
200,"cingulate cortex, area 1",Cg1,"cingulate cortex, area 1",paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: Cg1,official_local,pending_review,Cg1,"cingulate cortex, area 1",kept_for_review_or_manual_approval,241,244,142,
201,"cingulate cortex, area 2",Cg2,"cingulate cortex, area 2",paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: Cg2,official_local,pending_review,Cg2,"cingulate cortex, area 2",kept_for_review_or_manual_approval,219,223,107,
203,claustrum,Cl,claustrum,manual_common_neuroanatomy,common abbreviation,high,pending_review,C_203,claustrum,kept_for_review_or_manual_approval,255,234,89,
204,cuneiform nucleus,CnF,cuneiform nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,CN_204,cuneiform nucleus,kept_for_review_or_manual_approval,0,207,255,
205,"cuneiform nucleus, dorsal part",CnFD,"cuneiform nucleus, dorsal part",manual_common_neuroanatomy,CnF dorsal,high,pending_review,CNDP_205,"cuneiform nucleus, dorsal part",kept_for_review_or_manual_approval,0,208,255,
206,"cuneiform nucleus, intermediate part",CnFI,"cuneiform nucleus, intermediate part",manual_common_neuroanatomy,CnF intermediate,high,pending_review,CNIP_206,"cuneiform nucleus, intermediate part",kept_for_review_or_manual_approval,178,240,255,
207,"cuneiform nucleus, ventral part",CnFV,"cuneiform nucleus, ventral part",manual_common_neuroanatomy,CnF ventral,high,pending_review,CNVP_207,"cuneiform nucleus, ventral part",kept_for_review_or_manual_approval,89,223,255,
213,cuneate nucleus,Cu,cuneate nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,CN_213,cuneate nucleus,kept_for_review_or_manual_approval,89,255,144,
215,cerebral cortex,CTX,cerebral cortex,manual_common_neuroanatomy,Allen-style broad abbreviation,high,pending_review,CC_215,cerebral cortex,kept_for_review_or_manual_approval,251,255,178,
216,cortex-amygdala transition zone,CxA,cortex-amygdala transition zone,manual_common_neuroanatomy,standard abbreviation for cortex-amygdala transition zone,high,pending_review,CATZ_216,cortex-amygdala transition zone,kept_for_review_or_manual_approval,212,223,0,
221,dorsal 3rd ventricle,D3V,dorsal 3rd ventricle,manual_common_neuroanatomy,standard derived abbreviation,high,pending_review,D3V_221,dorsal 3rd ventricle,kept_for_review_or_manual_approval,255,89,184,
222,dorsal hypothalamic area,DHA,dorsal hypothalamic area,manual_common_neuroanatomy,standard abbreviation,high,pending_review,DHA_222,dorsal hypothalamic area,kept_for_review_or_manual_approval,255,127,0,
227,dorsal cortex of the inferior colliculus,DCIC,dorsal cortex of the inferior colliculus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,DCOTIC_227,dorsal cortex of the inferior colliculus,kept_for_review_or_manual_approval,89,116,255,
229,dorsal part of claustrum,DCl,dorsal part of claustrum,manual_common_neuroanatomy,dorsal claustrum,high,pending_review,DPOC_229,dorsal part of claustrum,kept_for_review_or_manual_approval,255,222,0,
230,dorsal endopiriform nucleus,DEn,dorsal endopiriform nucleus,manual_common_neuroanatomy,common abbreviation,high,pending_review,DEN_230,dorsal endopiriform nucleus,kept_for_review_or_manual_approval,224,233,89,
231,dentate gyrus,DG,dentate gyrus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,DG_231,dentate gyrus,kept_for_review_or_manual_approval,221,255,0,
232,dysgranular insular cortex,DI,dysgranular insular cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: DI,official_local,pending_review,DI,dysgranular insular cortex,kept_for_review_or_manual_approval,196,201,35,
235,dorsal lateral geniculate nucleus,DLG,dorsal lateral geniculate nucleus,manual_common_neuroanatomy,common Paxinos-style abbreviation,high,pending_review,DLGN_235,dorsal lateral geniculate nucleus,kept_for_review_or_manual_approval,255,204,71,
237,dorsolateral orbital cortex,DLO,dorsolateral orbital cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: DLO,official_local,pending_review,DLO,dorsolateral orbital cortex,kept_for_review_or_manual_approval,217,223,35,
238,dorsolateral periaqueductal gray,DLPAG,dorsolateral periaqueductal gray,manual_common_neuroanatomy,standard subdivision abbreviation,high,pending_review,DPG_238,dorsolateral periaqueductal gray,kept_for_review_or_manual_approval,178,181,255,
240,dorsomedial hypothalamic nucleus,DMH,dorsomedial hypothalamic nucleus,manual_common_neuroanatomy,common abbreviation,high,pending_review,DHN_240,dorsomedial hypothalamic nucleus,kept_for_review_or_manual_approval,255,148,89,
241,"dorsomedial hypothalamic nucleus, compact part",DMHc,"dorsomedial hypothalamic nucleus, compact part",manual_common_neuroanatomy,DMH compact,high,pending_review,DHNCP_241,"dorsomedial hypothalamic nucleus, compact part",kept_for_review_or_manual_approval,255,89,0,
242,"dorsomedial hypothalamic nucleus, dorsal part",DMHd,"dorsomedial hypothalamic nucleus, dorsal part",manual_common_neuroanatomy,DMH dorsal,high,pending_review,DHNDP_242,"dorsomedial hypothalamic nucleus, dorsal part",kept_for_review_or_manual_approval,255,206,178,
244,dorsomedial periaqueductal gray,DMPAG,dorsomedial periaqueductal gray,manual_common_neuroanatomy,standard subdivision abbreviation,high,pending_review,DPG_244,dorsomedial periaqueductal gray,kept_for_review_or_manual_approval,59,64,255,
249,"dorsomedial hypothalamic nucleus, ventral part",DMHv,"dorsomedial hypothalamic nucleus, ventral part",manual_common_neuroanatomy,DMH ventral,high,pending_review,DHNVP_249,"dorsomedial hypothalamic nucleus, ventral part",kept_for_review_or_manual_approval,255,105,0,
254,dorsal raphe nucleus,DR,dorsal raphe nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,DRN_254,dorsal raphe nucleus,kept_for_review_or_manual_approval,0,255,204,
256,"dorsal raphe nucleus, caudal part",DRC,"dorsal raphe nucleus, caudal part",manual_common_neuroanatomy,DR caudal,high,pending_review,DRNCP_256,"dorsal raphe nucleus, caudal part",kept_for_review_or_manual_approval,178,255,239,
257,"dorsal raphe nucleus, dorsal part",DRD,"dorsal raphe nucleus, dorsal part",manual_common_neuroanatomy,DR dorsal,high,pending_review,DRNDP_257,"dorsal raphe nucleus, dorsal part",kept_for_review_or_manual_approval,89,233,204,
258,"dorsal raphe, interfascicular part",DRI,"dorsal raphe, interfascicular part",manual_common_neuroanatomy,DR interfascicular,high,pending_review,DRIP_258,"dorsal raphe, interfascicular part",kept_for_review_or_manual_approval,0,233,186,
259,"dorsal raphe nucleus, lateral part",DRL,"dorsal raphe nucleus, lateral part",manual_common_neuroanatomy,DR lateral,high,pending_review,DRNLP_259,"dorsal raphe nucleus, lateral part",kept_for_review_or_manual_approval,89,255,222,
260,"dorsal raphe nucleus, ventral part",DRV,"dorsal raphe nucleus, ventral part",manual_common_neuroanatomy,DR ventral,high,pending_review,DRNVP_260,"dorsal raphe nucleus, ventral part",kept_for_review_or_manual_approval,0,255,206,
261,dorsal subiculum,DS,dorsal subiculum,manual_common_neuroanatomy,dorsal subiculum,high,pending_review,DS_261,dorsal subiculum,kept_for_review_or_manual_approval,211,255,0,
263,dorsal tuberomammillary nucleus,TMd,dorsal tuberomammillary nucleus,manual_common_neuroanatomy,tuberomammillary dorsal,high,pending_review,DTN_263,dorsal tuberomammillary nucleus,kept_for_review_or_manual_approval,255,215,178,
273,Diencephalon,DIEN,Diencephalon,manual_common_neuroanatomy,broad diencephalon abbreviation,high,pending_review,D_273,Diencephalon,kept_for_review_or_manual_approval,255,126,0,
281,sublenticular extended amygdala,SLEA,sublenticular extended amygdala,manual_common_neuroanatomy,descriptive standard abbreviation,high,pending_review,SEA_281,sublenticular extended amygdala,kept_for_review_or_manual_approval,233,148,118,
282,"sublenticular extended amygdala, central part",SLEAc,"sublenticular extended amygdala, central part",manual_common_neuroanatomy,SLEA + central,high,pending_review,SEACP_282,"sublenticular extended amygdala, central part",kept_for_review_or_manual_approval,255,197,178,
283,"sublenticular extended amygdala, medial part",SLEAm,"sublenticular extended amygdala, medial part",manual_common_neuroanatomy,SLEA + medial,high,pending_review,SEAMP_283,"sublenticular extended amygdala, medial part",kept_for_review_or_manual_approval,255,65,0,
284,external cortex of the inferior colliculus,ECIC,external cortex of the inferior colliculus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,ECOTIC_284,external cortex of the inferior colliculus,kept_for_review_or_manual_approval,0,53,255,
293,entopeduncular nucleus,EP,entopeduncular nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,EN_293,entopeduncular nucleus,kept_for_review_or_manual_approval,125,83,229,
294,external plexiform layer of the olfactory bulb,EPl,external plexiform layer of the olfactory bulb,manual_common_neuroanatomy,external plexiform layer,high,pending_review,EPLOTO_294,external plexiform layer of the olfactory bulb,kept_for_review_or_manual_approval,216,255,89,
